4;1.0
5;1.0
6;1.0
7;1.0
8;0.810546875
9;1.0
10;1.0
11;1.0
12;0.953125
13;0.095703125
14;1.0
15;0.353515625
16;0.431640625
17;0.599609375
18;0.068359375
19;0.380859375
20;1.0
21;0.181640625
22;0.205078125
23;0.197265625
24;0.119140625
25;0.408203125
4;1.0
5;1.0
6;1.0
7;0.779296875
8;0.59375
9;1.0
10;0.880859375
11;1.0
12;1.0
13;0.84765625
14;0.93359375
15;0.7109375
16;0.08984375
17;0.263671875
18;0.345703125
19;0.19921875
20;0.130859375
21;0.5703125
22;0.369140625
23;0.39453125
24;0.18359375
25;0.435546875
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;0.9765625
10;1.0
11;1.0
12;0.896484375
13;0.693359375
14;0.369140625
15;0.103515625
16;0.169921875
17;0.30078125
18;0.189453125
19;0.693359375
20;0.3203125
21;0.091796875
22;0.27734375
23;0.16796875
24;0.505859375
25;0.083984375
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;1.0
10;1.0
11;0.193359375
12;1.0
13;0.58984375
14;0.994140625
15;0.765625
16;0.30078125
17;0.283203125
18;0.60546875
19;0.328125
20;0.3984375
21;0.1015625
22;0.09765625
23;0.076171875
24;0.5859375
25;0.103515625
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;1.0
10;0.78125
11;0.767578125
12;1.0
13;0.58203125
14;0.958984375
15;0.419921875
16;0.375
17;1.0
18;0.48828125
19;0.224609375
20;0.98046875
21;0.603515625
22;0.25390625
23;0.849609375
24;0.521484375
25;0.2265625
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;0.21875
10;0.78125
11;1.0
12;1.0
13;1.0
14;0.658203125
15;0.861328125
16;0.388671875
17;0.171875
18;0.576171875
19;0.126953125
20;0.40234375
21;0.1875
22;0.234375
23;0.203125
24;0.21875
25;0.51953125
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;1.0
10;1.0
11;0.212890625
12;0.169921875
13;1.0
14;0.3046875
15;0.208984375
16;0.244140625
17;0.119140625
18;0.177734375
19;0.619140625
20;0.197265625
21;0.220703125
22;0.412109375
23;0.2890625
24;0.234375
25;0.173828125
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;1.0
10;0.095703125
11;0.4296875
12;1.0
13;0.111328125
14;0.91796875
15;0.95703125
16;0.990234375
17;0.431640625
18;0.837890625
19;0.08984375
20;0.0703125
21;0.095703125
22;0.236328125
23;0.744140625
24;0.76953125
25;0.376953125
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;0.185546875
10;0.94921875
11;1.0
12;0.109375
13;0.263671875
14;0.6171875
15;0.212890625
16;0.34765625
17;1.0
18;0.380859375
19;0.080078125
20;0.208984375
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;0.9765625
10;1.0
11;1.0
12;1.0
13;0.70703125
14;0.732421875
15;0.240234375
16;0.97265625
17;0.828125
18;0.189453125
19;0.47265625
20;0.662109375
21;0.171875
22;0.1640625
23;0.689453125
24;0.4453125
25;0.478515625
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;1.0
10;1.0
11;1.0
12;1.0
13;0.453125
14;1.0
15;0.646484375
16;0.318359375
17;0.34765625
18;0.16796875
19;0.57421875
20;0.6875
21;0.37109375
22;0.240234375
23;0.453125
24;0.0703125
25;0.216796875
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;1.0
10;1.0
11;0.798828125
12;1.0
13;0.212890625;RNN
14;0.103515625;RNN
15;0.15625;RNN
16;1.0;RNN
17;0.33203125;RNN
18;0.16015625;RNN
19;0.306640625;RNN
20;0.169921875;RNN
21;0.140625;RNN
22;0.1796875;RNN
23;0.224609375;RNN
24;0.181640625;RNN
25;0.185546875;RNN
4;1.0;LSTM
5;1.0;LSTM
